ip,port,username,password,protocols,ping,detected,organisation,country,isocode,latitude,longitude,asn,connections,uptime,dateAdded,lastTested,lastSuccess,detection,provider
1.13.165.87,8080,,,"[ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false]), ProtocolDataType(type=socks5, port=8080, tls=true, autoRead=[false]), ProtocolDataType(type=socks5, port=1080, tls=true, autoRead=[false]), ProtocolDataType(type=socks5, port=33080, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=33080, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=8080, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=33080, tls=true, autoRead=[false])]",,true,"Beijing Founder Broadband Network Technology Co., Ltd",China,CN,34.77320098876953,113.72200012207031,AS45090,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1225, connections=ConnectionAttempts(success=49, fail=101), uptime=32.0%), ora_UK=EndpointServerData(ping=1275, connections=ConnectionAttempts(success=36, fail=113), uptime=24.0%), ora_JP=EndpointServerData(ping=1340, connections=ConnectionAttempts(success=43, fail=107), uptime=28.0%), ms_HK=EndpointServerData(ping=875, connections=ConnectionAttempts(success=31, fail=115), uptime=21.0%))",,"2022-06-09 17:12:57.0","2022-06-09 17:13:21.0",,,
1.20.95.95,5678,,,"[ProtocolDataType(type=socks4, port=5678, tls=true, autoRead=[false])]",,true,"TOT Mobile Co LTD",Thailand,TH,18.790300369262695,99.00289916992188,AS23969,"PerformanceConnectData(aws_NA=EndpointServerData(ping=994, connections=ConnectionAttempts(success=63, fail=452), uptime=12.0%), ora_UK=EndpointServerData(ping=833, connections=ConnectionAttempts(success=67, fail=453), uptime=12.0%), ora_JP=EndpointServerData(ping=624, connections=ConnectionAttempts(success=59, fail=458), uptime=11.0%), ms_HK=EndpointServerData(ping=573, connections=ConnectionAttempts(success=50, fail=463), uptime=9.0%))",,"2022-06-09 17:10:31.0","2022-06-09 17:12:51.0",,,
1.20.96.164,4153,,,"[ProtocolDataType(type=socks4, port=4153, tls=true, autoRead=[false])]",,true,"TOT Mobile Co LTD",Thailand,TH,15.059800148010254,102.22149658203125,AS23969,"PerformanceConnectData(aws_NA=EndpointServerData(ping=994, connections=ConnectionAttempts(success=53, fail=475), uptime=10.0%), ora_UK=EndpointServerData(ping=793, connections=ConnectionAttempts(success=56, fail=484), uptime=10.0%), ora_JP=EndpointServerData(ping=618, connections=ConnectionAttempts(success=67, fail=471), uptime=12.0%), ms_HK=EndpointServerData(ping=545, connections=ConnectionAttempts(success=68, fail=467), uptime=12.0%))",,"2022-06-09 16:11:17.0","2022-06-09 17:12:07.0",,,
1.20.166.142,8080,,,"[ProtocolDataType(type=http, port=8080, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false])]",,true,"TOT Mobile Co LTD",Thailand,TH,17.415800094604492,102.78489685058594,AS23969,"PerformanceConnectData(aws_NA=EndpointServerData(ping=4255, connections=ConnectionAttempts(success=40, fail=982), uptime=3.0%), ora_UK=EndpointServerData(ping=9888, connections=ConnectionAttempts(success=39, fail=985), uptime=3.0%), ora_JP=EndpointServerData(ping=3697, connections=ConnectionAttempts(success=29, fail=989), uptime=2.0%), ms_HK=EndpointServerData(ping=6197, connections=ConnectionAttempts(success=32, fail=985), uptime=3.0%))",,"2022-06-09 16:09:48.0","2022-06-09 17:12:07.0",,,
1.20.184.75,4153,,,"[ProtocolDataType(type=socks4, port=4153, tls=true, autoRead=[false])]",,true,"TOT Mobile Co LTD",Thailand,TH,13.736599922180176,100.49949645996094,AS23969,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1007, connections=ConnectionAttempts(success=56, fail=477), uptime=10.0%), ora_UK=EndpointServerData(ping=856, connections=ConnectionAttempts(success=57, fail=477), uptime=10.0%), ora_JP=EndpointServerData(ping=653, connections=ConnectionAttempts(success=54, fail=475), uptime=10.0%), ms_HK=EndpointServerData(ping=570, connections=ConnectionAttempts(success=66, fail=468), uptime=12.0%))",,"2022-06-09 17:00:09.0","2022-06-09 17:12:07.0",,,
1.20.220.79,4145,,,"[ProtocolDataType(type=socks4, port=4145, tls=true, autoRead=[false])]",,true,"TOT Mobile Co LTD",Thailand,TH,18.192100524902344,99.39640045166016,AS23969,"PerformanceConnectData(aws_NA=EndpointServerData(ping=997, connections=ConnectionAttempts(success=40, fail=496), uptime=7.0%), ora_UK=EndpointServerData(ping=826, connections=ConnectionAttempts(success=43, fail=489), uptime=8.0%), ora_JP=EndpointServerData(ping=629, connections=ConnectionAttempts(success=36, fail=494), uptime=6.0%), ms_HK=EndpointServerData(ping=559, connections=ConnectionAttempts(success=46, fail=496), uptime=8.0%))",,"2022-06-09 17:05:12.0","2022-06-09 17:11:36.0",,,
1.20.227.66,4145,,,"[ProtocolDataType(type=socks4, port=4145, tls=true, autoRead=[false])]",,true,"TOT Mobile Co LTD",Thailand,TH,6.249000072479248,102.03119659423828,AS23969,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1015, connections=ConnectionAttempts(success=62, fail=454), uptime=12.0%), ora_UK=EndpointServerData(ping=885, connections=ConnectionAttempts(success=58, fail=461), uptime=11.0%), ora_JP=EndpointServerData(ping=643, connections=ConnectionAttempts(success=71, fail=447), uptime=13.0%), ms_HK=EndpointServerData(ping=612, connections=ConnectionAttempts(success=60, fail=455), uptime=11.0%))",,"2022-06-09 17:10:26.0","2022-06-09 17:10:51.0",,,
1.20.235.153,5678,,,"[ProtocolDataType(type=socks4, port=5678, tls=true, autoRead=[false])]",,false,"TOT Mobile Co LTD",Thailand,TH,7.949999809265137,98.35639953613281,AS23969,"PerformanceConnectData(aws_NA=EndpointServerData(ping=943, connections=ConnectionAttempts(success=53, fail=284), uptime=15.0%), ora_UK=EndpointServerData(ping=771, connections=ConnectionAttempts(success=54, fail=282), uptime=16.0%), ora_JP=EndpointServerData(ping=620, connections=ConnectionAttempts(success=45, fail=288), uptime=13.0%), ms_HK=EndpointServerData(ping=546, connections=ConnectionAttempts(success=48, fail=293), uptime=14.0%))",,"2022-06-09 17:10:28.0","2022-06-09 17:13:50.0",,,
1.32.57.85,5678,,,"[ProtocolDataType(type=socks4, port=5678, tls=true, autoRead=[false])]",,true,,Malaysia,MY,4.313899993896484,100.79550170898438,AS4788,"PerformanceConnectData(aws_NA=EndpointServerData(ping=989, connections=ConnectionAttempts(success=44, fail=490), uptime=8.0%), ora_UK=EndpointServerData(ping=1004, connections=ConnectionAttempts(success=50, fail=477), uptime=9.0%), ora_JP=EndpointServerData(ping=649, connections=ConnectionAttempts(success=52, fail=478), uptime=9.0%), ms_HK=EndpointServerData(ping=606, connections=ConnectionAttempts(success=55, fail=485), uptime=10.0%))",,"2022-06-09 16:02:17.0","2022-06-09 17:10:21.0",,,
1.32.59.217,47045,,,"[ProtocolDataType(type=http, port=47045, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=47045, tls=true, autoRead=[false]), ProtocolDataType(type=socks4, port=31981, tls=true, autoRead=[false])]",,true,,Malaysia,MY,3.188199996948242,101.70069885253906,AS4788,"PerformanceConnectData(aws_NA=EndpointServerData(ping=8578, connections=ConnectionAttempts(success=126, fail=1391), uptime=8.0%), ora_UK=EndpointServerData(ping=1135, connections=ConnectionAttempts(success=129, fail=1387), uptime=8.0%), ora_JP=EndpointServerData(ping=4233, connections=ConnectionAttempts(success=107, fail=1403), uptime=7.0%), ms_HK=EndpointServerData(ping=1397, connections=ConnectionAttempts(success=118, fail=1387), uptime=7.0%))",,"2022-06-09 17:02:11.0","2022-06-09 17:13:35.0",,,
1.53.137.84,4145,,,"[ProtocolDataType(type=socks4, port=4145, tls=true, autoRead=[false])]",,true,"Vietnam Internet Network Information Center",Vietnam,VN,10.832599639892578,106.65809631347656,AS18403,"PerformanceConnectData(aws_NA=EndpointServerData(ping=869, connections=ConnectionAttempts(success=66, fail=446), uptime=12.0%), ora_UK=EndpointServerData(ping=792, connections=ConnectionAttempts(success=53, fail=460), uptime=10.0%), ora_JP=EndpointServerData(ping=515, connections=ConnectionAttempts(success=58, fail=455), uptime=11.0%), ms_HK=EndpointServerData(ping=495, connections=ConnectionAttempts(success=51, fail=468), uptime=9.0%))",,"2022-06-09 17:11:34.0","2022-06-09 17:13:06.0",,,
1.55.241.4,4145,,,"[ProtocolDataType(type=socks4, port=4145, tls=true, autoRead=[false])]",,true,FPTDYNAMICIP,Vietnam,VN,21.031299591064453,105.85160064697266,AS18403,"PerformanceConnectData(aws_NA=EndpointServerData(ping=881, connections=ConnectionAttempts(success=52, fail=478), uptime=9.0%), ora_UK=EndpointServerData(ping=798, connections=ConnectionAttempts(success=55, fail=474), uptime=10.0%), ora_JP=EndpointServerData(ping=516, connections=ConnectionAttempts(success=56, fail=482), uptime=10.0%), ms_HK=EndpointServerData(ping=492, connections=ConnectionAttempts(success=61, fail=474), uptime=11.0%))",,"2022-06-09 16:11:51.0","2022-06-09 17:10:21.0",,,
1.179.130.201,4153,,,"[ProtocolDataType(type=socks4, port=4153, tls=true, autoRead=[false])]",,true,"TOT Public Company Limited",Thailand,TH,13.744199752807617,100.46080017089844,AS131293,"PerformanceConnectData(aws_NA=EndpointServerData(ping=997, connections=ConnectionAttempts(success=57, fail=478), uptime=10.0%), ora_UK=EndpointServerData(ping=818, connections=ConnectionAttempts(success=65, fail=468), uptime=12.0%), ora_JP=EndpointServerData(ping=633, connections=ConnectionAttempts(success=53, fail=486), uptime=9.0%), ms_HK=EndpointServerData(ping=533, connections=ConnectionAttempts(success=50, fail=482), uptime=9.0%))",,"2022-06-09 17:09:56.0","2022-06-09 17:12:51.0",,,
1.179.136.98,8080,,,"[ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=8080, tls=true, autoRead=[false])]",,true,"TOT Public Company Limited",Thailand,TH,13.744199752807617,100.46080017089844,AS131293,"PerformanceConnectData(aws_NA=EndpointServerData(ping=5788, connections=ConnectionAttempts(success=60, fail=969), uptime=5.0%), ora_UK=EndpointServerData(ping=3089, connections=ConnectionAttempts(success=55, fail=970), uptime=5.0%), ora_JP=EndpointServerData(ping=6045, connections=ConnectionAttempts(success=64, fail=955), uptime=6.0%), ms_HK=EndpointServerData(ping=7214, connections=ConnectionAttempts(success=56, fail=969), uptime=5.0%))",,"2022-06-09 15:59:05.0","2022-06-09 17:13:35.0",,,
1.179.144.41,8080,,,"[ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=8080, tls=true, autoRead=[false])]",,true,"TOT Public Company Limited",Thailand,TH,15.050800323486328,100.16290283203125,AS131293,"PerformanceConnectData(aws_NA=EndpointServerData(ping=4711, connections=ConnectionAttempts(success=68, fail=986), uptime=6.0%), ora_UK=EndpointServerData(ping=1528, connections=ConnectionAttempts(success=74, fail=985), uptime=6.0%), ora_JP=EndpointServerData(ping=2608, connections=ConnectionAttempts(success=75, fail=966), uptime=7.0%), ms_HK=EndpointServerData(ping=4541, connections=ConnectionAttempts(success=51, fail=1004), uptime=4.0%))",,"2022-06-09 17:08:53.0","2022-06-09 17:13:21.0",,,
1.179.147.5,52210,,,"[ProtocolDataType(type=socks4, port=52210, tls=true, autoRead=[false])]",,true,"TOT Public Company Limited",Thailand,TH,15.050800323486328,100.16290283203125,AS131293,"PerformanceConnectData(aws_NA=EndpointServerData(ping=905, connections=ConnectionAttempts(success=79, fail=442), uptime=15.0%), ora_UK=EndpointServerData(ping=706, connections=ConnectionAttempts(success=71, fail=447), uptime=13.0%), ora_JP=EndpointServerData(ping=554, connections=ConnectionAttempts(success=74, fail=441), uptime=14.0%), ms_HK=EndpointServerData(ping=470, connections=ConnectionAttempts(success=69, fail=450), uptime=13.0%))",,"2022-06-09 17:06:09.0","2022-06-09 17:11:52.0",,,
1.179.148.9,36476,,,"[ProtocolDataType(type=socks4, port=36476, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=55636, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=55636, tls=true, autoRead=[false])]",,true,"TOT Public Company Limited",Thailand,TH,15.050800323486328,100.16290283203125,AS131293,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1013, connections=ConnectionAttempts(success=117, fail=1455), uptime=7.0%), ora_UK=EndpointServerData(ping=3282, connections=ConnectionAttempts(success=96, fail=1482), uptime=6.0%), ora_JP=EndpointServerData(ping=644, connections=ConnectionAttempts(success=106, fail=1466), uptime=6.0%), ms_HK=EndpointServerData(ping=530, connections=ConnectionAttempts(success=97, fail=1482), uptime=6.0%))",,"2022-06-09 17:02:12.0","2022-06-09 17:12:21.0",,,
1.179.151.165,31948,,,"[ProtocolDataType(type=socks4, port=31948, tls=true, autoRead=[false])]",,true,"TOT Public Company Limited",Thailand,TH,15.050800323486328,100.16290283203125,AS131293,"PerformanceConnectData(aws_NA=EndpointServerData(ping=974, connections=ConnectionAttempts(success=54, fail=482), uptime=10.0%), ora_UK=EndpointServerData(ping=792, connections=ConnectionAttempts(success=57, fail=480), uptime=10.0%), ora_JP=EndpointServerData(ping=602, connections=ConnectionAttempts(success=48, fail=485), uptime=9.0%), ms_HK=EndpointServerData(ping=550, connections=ConnectionAttempts(success=47, fail=487), uptime=8.0%))",,"2022-06-09 17:07:17.0","2022-06-09 17:12:07.0",,,
1.179.173.114,4153,,,"[ProtocolDataType(type=socks4, port=4153, tls=true, autoRead=[false])]",,true,"TOT Public Company Limited",Thailand,TH,15.695099830627441,104.64939880371094,AS131293,"PerformanceConnectData(aws_NA=EndpointServerData(ping=926, connections=ConnectionAttempts(success=54, fail=467), uptime=10.0%), ora_UK=EndpointServerData(ping=741, connections=ConnectionAttempts(success=60, fail=457), uptime=11.0%), ora_JP=EndpointServerData(ping=593, connections=ConnectionAttempts(success=51, fail=468), uptime=9.0%), ms_HK=EndpointServerData(ping=521, connections=ConnectionAttempts(success=45, fail=476), uptime=8.0%))",,"2022-06-09 17:04:44.0","2022-06-09 17:11:52.0",,,
1.179.186.69,1080,,,"[ProtocolDataType(type=socks4, port=1080, tls=true, autoRead=[false])]",,true,"TOT Public Company Limited",Thailand,TH,13.17020034790039,100.92569732666016,AS131293,"PerformanceConnectData(aws_NA=EndpointServerData(ping=973, connections=ConnectionAttempts(success=29, fail=454), uptime=6.0%), ora_UK=EndpointServerData(ping=775, connections=ConnectionAttempts(success=16, fail=468), uptime=3.0%), ora_JP=EndpointServerData(ping=626, connections=ConnectionAttempts(success=24, fail=462), uptime=4.0%), ms_HK=EndpointServerData(ping=548, connections=ConnectionAttempts(success=22, fail=463), uptime=4.0%))",,"2022-06-09 17:00:02.0","2022-06-09 17:12:21.0",,,
1.179.186.70,1080,,,"[ProtocolDataType(type=socks4, port=1080, tls=true, autoRead=[false])]",,true,"TOT Public Company Limited",Thailand,TH,13.17020034790039,100.92569732666016,AS131293,"PerformanceConnectData(aws_NA=EndpointServerData(ping=999, connections=ConnectionAttempts(success=29, fail=505), uptime=5.0%), ora_UK=EndpointServerData(ping=1030, connections=ConnectionAttempts(success=29, fail=497), uptime=5.0%), ora_JP=EndpointServerData(ping=609, connections=ConnectionAttempts(success=30, fail=501), uptime=5.0%), ms_HK=EndpointServerData(ping=563, connections=ConnectionAttempts(success=27, fail=503), uptime=5.0%))",,"2022-06-09 16:57:44.0","2022-06-09 17:13:50.0",,,
1.180.49.222,7302,,,"[ProtocolDataType(type=socks5, port=7302, tls=true, autoRead=[false])]",,true,"Chinanet NM",China,CN,42.28379821777344,118.95330047607422,AS4134,"PerformanceConnectData(aws_NA=EndpointServerData(ping=4331, connections=ConnectionAttempts(success=48, fail=473), uptime=9.0%), ora_UK=EndpointServerData(ping=10700, connections=ConnectionAttempts(success=52, fail=472), uptime=9.0%), ora_JP=EndpointServerData(ping=7402, connections=ConnectionAttempts(success=75, fail=446), uptime=14.0%), ms_HK=EndpointServerData(ping=11180, connections=ConnectionAttempts(success=77, fail=446), uptime=14.0%))",,"2022-06-09 17:05:59.0","2022-06-09 17:13:21.0",,,
1.186.40.9,39651,,,"[ProtocolDataType(type=socks4, port=39651, tls=true, autoRead=[false])]",,true,DVOIS,India,IN,12.918700218200684,74.85980224609375,AS45769,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1039, connections=ConnectionAttempts(success=19, fail=509), uptime=3.0%), ora_UK=EndpointServerData(ping=926, connections=ConnectionAttempts(success=21, fail=510), uptime=3.0%), ora_JP=EndpointServerData(ping=701, connections=ConnectionAttempts(success=22, fail=516), uptime=4.0%), ms_HK=EndpointServerData(ping=661, connections=ConnectionAttempts(success=22, fail=511), uptime=4.0%))",,"2022-06-09 17:02:04.0","2022-06-09 17:05:36.0",,,
1.186.85.2,1111,,,"[ProtocolDataType(type=https, port=1111, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=1111, tls=true, autoRead=[false])]",,true,DVOIS,India,IN,21.997400283813477,79.0010986328125,AS45769,"PerformanceConnectData(aws_NA=EndpointServerData(ping=7458, connections=ConnectionAttempts(success=65, fail=976), uptime=6.0%), ora_UK=EndpointServerData(ping=8365, connections=ConnectionAttempts(success=75, fail=974), uptime=7.0%), ora_JP=EndpointServerData(ping=1469, connections=ConnectionAttempts(success=80, fail=973), uptime=7.0%), ms_HK=EndpointServerData(ping=1015, connections=ConnectionAttempts(success=69, fail=978), uptime=6.0%))",,"2022-06-09 15:57:44.0","2022-06-09 17:12:21.0",,,
1.186.85.38,1111,,,"[ProtocolDataType(type=https, port=1111, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=80, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=80, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=1111, tls=true, autoRead=[false])]",,true,DVOIS,India,IN,21.997400283813477,79.0010986328125,AS45769,"PerformanceConnectData(aws_NA=EndpointServerData(ping=820, connections=ConnectionAttempts(success=113, fail=1969), uptime=5.0%), ora_UK=EndpointServerData(ping=9920, connections=ConnectionAttempts(success=150, fail=1951), uptime=7.0%), ora_JP=EndpointServerData(ping=4050, connections=ConnectionAttempts(success=133, fail=1961), uptime=6.0%), ms_HK=EndpointServerData(ping=8809, connections=ConnectionAttempts(success=146, fail=1952), uptime=6.0%))",,"2022-06-09 16:59:31.0","2022-06-09 17:13:21.0",,,
1.186.139.9,39651,,,"[ProtocolDataType(type=socks4, port=39651, tls=true, autoRead=[false])]",,true,DVOIS,India,IN,13.351200103759766,74.77999877929688,AS45769,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1028, connections=ConnectionAttempts(success=16, fail=501), uptime=3.0%), ora_UK=EndpointServerData(ping=933, connections=ConnectionAttempts(success=20, fail=495), uptime=3.0%), ora_JP=EndpointServerData(ping=760, connections=ConnectionAttempts(success=18, fail=498), uptime=3.0%), ms_HK=EndpointServerData(ping=638, connections=ConnectionAttempts(success=15, fail=511), uptime=2.0%))",,"2022-06-09 16:02:48.0","2022-06-09 17:11:06.0",,,
